,Name,Size,Shape,Dtype
547,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp,940,"(940,)",float32
548,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit,1,"(1,)",int32
549,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unitExponent,1,"(1,)",float32
550,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfAdcData,1,"(1,)",int32
551,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas,1,"(1,)",int32
552,AwakeEventData/SPS.BCTDC.41435/Acquisition/range1Data,1120,"(1120,)",int16
553,AwakeEventData/SPS.BCTDC.41435/Acquisition/range2Data,1120,"(1120,)",int16
554,AwakeEventData/SPS.BCTDC.41435/Acquisition/range3Data,1120,"(1120,)",int16
555,AwakeEventData/SPS.BCTDC.41435/Acquisition/range4Data,1120,"(1120,)",int16
556,AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime,1,"(1,)",int32
557,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime,1,"(1,)",int32
558,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfIntensity,1,"(1,)",float32
559,AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange,1,"(1,)",int32
560,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowCycleTime,1,"(1,)",int32
561,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt,1,"(1,)",float32
562,AwakeEventData/SPS.BCTDC.41435/Acquisition/superCycleNb,1,"(1,)",int32
563,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity,940,"(940,)",float32
564,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity4Ranges,4480,"(4, 1120)",float32
565,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unit,1,"(1,)",int32
566,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent,1,"(1,)",float32
567,AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus,1,"(1,)",int32
568,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc,1,"(1,)",|S1
569,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg,1,"(1,)",|S32
570,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState,1,"(1,)",int32
571,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqTime,1,"(1,)",|S25
572,AwakeEventData/SPS.BCTDC.51895/Acquisition/calMarkerData,1120,"(1120,)",int16
573,AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime,1,"(1,)",|S1
574,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime,1,"(1,)",int32
575,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpInt,1,"(1,)",float32
576,AwakeEventData/SPS.BCTDC.51895/Acquisition/inCheckStatusData,1120,"(1120,)",int16
577,AwakeEventData/SPS.BCTDC.51895/Acquisition/lowIbStatusData,1120,"(1120,)",int16
578,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp,940,"(940,)",float32
579,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit,1,"(1,)",int32
580,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent,1,"(1,)",float32
581,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray1,1120,"(1120,)",int16
582,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray2,1120,"(1120,)",int16
583,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData,1,"(1,)",int32
584,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfMeas,1,"(1,)",int32
585,AwakeEventData/SPS.BCTDC.51895/Acquisition/range1Data,1120,"(1120,)",int16
586,AwakeEventData/SPS.BCTDC.51895/Acquisition/range2Data,1120,"(1120,)",int16
587,AwakeEventData/SPS.BCTDC.51895/Acquisition/range3Data,1120,"(1120,)",int16
588,AwakeEventData/SPS.BCTDC.51895/Acquisition/range4Data,1120,"(1120,)",int16
589,AwakeEventData/SPS.BCTDC.51895/Acquisition/samplingTime,1,"(1,)",int32
590,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfCycleTime,1,"(1,)",int32
591,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfIntensity,1,"(1,)",float32
592,AwakeEventData/SPS.BCTDC.51895/Acquisition/selectedRange,1,"(1,)",int32
593,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowCycleTime,1,"(1,)",int32
594,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowExtInt,1,"(1,)",float32
595,AwakeEventData/SPS.BCTDC.51895/Acquisition/superCycleNb,1,"(1,)",int32
596,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity,940,"(940,)",float32
597,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity4Ranges,4480,"(4, 1120)",float32
598,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unit,1,"(1,)",int32
599,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unitExponent,1,"(1,)",float32
600,AwakeEventData/SPS.BCTDC.51895/Acquisition/vmodStatus,1,"(1,)",int32
601,AwakeEventData/SPSBQMSPSv1/Acquisition/beamOk,1,(),bool
602,AwakeEventData/SPSBQMSPSv1/Acquisition/bqmOutputEnable,1,(),bool
603,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensities,288,"(288,)",float32
604,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMax,1,"(1,)",float32
605,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMaxThr,1,"(1,)",float32
606,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMean,1,"(1,)",float32
607,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMin,1,"(1,)",float32
608,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMinThr,1,"(1,)",float32
609,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndex,1,"(1,)",float32
610,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexOk,1,(),bool
611,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexThr,1,"(1,)",float32
612,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityOk,1,(),bool
613,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityStd,1,"(1,)",float32
614,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMax,1,"(1,)",float32
615,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMaxThr,1,"(1,)",float32
616,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMean,1,"(1,)",float32
617,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMin,1,"(1,)",float32
618,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMinThr,1,"(1,)",float32
619,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthOk,1,(),bool
620,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStd,1,"(1,)",float32
621,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdOk,1,(),bool
622,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr,1,"(1,)",float32
623,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths,288,"(288,)",float32
624,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,1,"(1,)",float32
625,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,1,"(1,)",float32
626,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,1,"(1,)",float32
627,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,1,"(1,)",float32
628,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,1,"(1,)",float32
629,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk,1,(),bool
630,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,1,"(1,)",float32
631,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,1,(),bool
632,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,1,"(1,)",float32
633,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,288,"(288,)",float32
634,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,288,"(288,)",float32
635,AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,1,"(1,)",int16
636,AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,1,(),bool
637,AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,1,(),bool
638,AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,288,"(288,)",int32
639,AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,1,(),bool
640,AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,0,"(0,)",NULL
641,AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,1,"(1,)",int16
642,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,1,"(1,)",int32
643,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,1,"(1,)",int16
644,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,1,(),bool
645,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,1,"(1,)",int32
646,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,1,"(1,)",int32
647,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,1,"(1,)",int32
648,AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,1,"(1,)",int16
649,AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,1,"(1,)",int16
650,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,1,"(1,)",float32
651,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,1,"(1,)",float32
652,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,1,"(1,)",float32
653,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,1,"(1,)",float32
654,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,1,"(1,)",float32
655,AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,1,(),bool
656,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,4620,"(4620,)",float32
657,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,4620,"(4620,)",float32
658,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,1,"(1,)",float32
659,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,1,"(1,)",float32
660,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,1,(),bool
661,AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,1,(),bool
662,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,1,(),bool
663,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,1,"(1,)",int32
664,AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,1,(),bool
665,AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,50,"(50,)",|S48
666,AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,288,"(288,)",int32
667,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,80000,"(80000,)",int16
668,AwakeEventData/SR.AWGAMP/Status/position,1,"(1,)",int64
669,AwakeEventData/SR.AWGPH/Status/position,1,"(1,)",int64
670,AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,1,"(1,)",float32
671,AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,1,"(1,)",int32
672,AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,1,"(1,)",int32
673,AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,1,"(1,)",int64
674,AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,1,"(1,)",float32
675,AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,1,"(1,)",float32
676,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,1,"(1,)",float32
677,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,1,"(1,)",float32
678,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,1,"(1,)",float32
679,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,1,"(1,)",int64
680,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,320,"(1, 320)",int16
681,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,1,"(1,)",|S1
682,AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,1,"(1,)",int32
683,AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,1,"(1,)",int32
684,AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,1,"(1,)",int64
685,AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,1,"(1,)",float32
686,AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,1,"(1,)",float32
687,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,1,"(1,)",float32
688,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,1,"(1,)",float32
689,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,1,"(1,)",float32
690,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,1,"(1,)",int64
691,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,320,"(1, 320)",int16
692,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,1,"(1,)",|S1
693,AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,1,"(1,)",int32
694,AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,1,"(1,)",int32
695,AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,1,"(1,)",int64
696,AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,1,"(1,)",float32
697,AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,1,"(1,)",float32
698,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,1,"(1,)",float32
699,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,1,"(1,)",float32
700,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,1,"(1,)",float32
701,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,1,"(1,)",int64
702,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,320,"(1, 320)",int16
703,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,1,"(1,)",|S1
704,AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,1,"(1,)",int32
705,AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,1,"(1,)",int32
706,AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,1,"(1,)",int64
707,AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,1,"(1,)",float32
708,AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,1,"(1,)",float32
709,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,1,"(1,)",float32
710,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,1,"(1,)",float32
711,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,1,"(1,)",float32
712,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,1,"(1,)",int64
713,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,4000,"(1, 4000)",int16
714,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,1,"(1,)",|S1
715,AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,1,"(1,)",int32
716,AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,1,"(1,)",int32
717,AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,1,"(1,)",int64
718,AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,1,"(1,)",float32
719,AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,1,"(1,)",float32
720,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,1,"(1,)",float32
721,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,1,"(1,)",float32
722,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,1,"(1,)",float32
723,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,1,"(1,)",int64
724,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,4000,"(1, 4000)",int16
725,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,1,"(1,)",|S1
726,AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,1,"(1,)",int32
727,AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,1,"(1,)",int32
728,AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,1,"(1,)",int64
729,AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,1,"(1,)",float32
730,AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,1,"(1,)",float32
731,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,1,"(1,)",float32
732,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,1,"(1,)",float32
733,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,1,"(1,)",float32
734,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,1,"(1,)",int64
735,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,352,"(1, 352)",int16
736,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,1,"(1,)",|S1
737,AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,1,"(1,)",int32
738,AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,1,"(1,)",int32
739,AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,1,"(1,)",int64
740,AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,1,"(1,)",float32
741,AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,1,"(1,)",float32
742,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,1,"(1,)",float32
743,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,1,"(1,)",float32
744,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,1,"(1,)",float32
745,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,1,"(1,)",int64
746,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,352,"(1, 352)",int16
747,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,1,"(1,)",|S1
748,AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,1,"(1,)",int32
749,AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,1,"(1,)",int32
750,AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,1,"(1,)",int64
751,AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,1,"(1,)",float32
752,AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,1,"(1,)",float32
753,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,1,"(1,)",float32
754,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,1,"(1,)",float32
755,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,1,"(1,)",float32
756,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,1,"(1,)",int64
757,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,352,"(1, 352)",int16
758,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,1,"(1,)",|S1
759,AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,1,"(1,)",int32
760,AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,1,"(1,)",int32
761,AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,1,"(1,)",int64
762,AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,1,"(1,)",float32
763,AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,1,"(1,)",float32
764,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,1,"(1,)",float32
765,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,1,"(1,)",float32
766,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,1,"(1,)",float32
767,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,1,"(1,)",int64
768,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,352,"(1, 352)",int16
769,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,1,"(1,)",|S1
770,AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,1,"(1,)",int32
771,AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,1,"(1,)",int32
772,AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,1,"(1,)",int64
773,AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,1,"(1,)",float32
774,AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,1,"(1,)",float32
775,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,1,"(1,)",float32
776,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,1,"(1,)",float32
777,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,1,"(1,)",float32
778,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,1,"(1,)",int64
779,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,352,"(1, 352)",int16
780,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,1,"(1,)",|S1
781,AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,1,"(1,)",int32
782,AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,1,"(1,)",int32
783,AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,1,"(1,)",int64
784,AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,1,"(1,)",float32
785,AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,1,"(1,)",float32
786,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,1,"(1,)",float32
787,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,1,"(1,)",float32
788,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,1,"(1,)",float32
789,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,1,"(1,)",int64
790,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,252,"(1, 252)",int16
791,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,1,"(1,)",|S1
792,AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,1,"(1,)",int32
793,AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,1,"(1,)",int32
794,AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,1,"(1,)",int64
795,AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,1,"(1,)",float32
796,AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,1,"(1,)",float32
797,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,1,"(1,)",float32
798,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,1,"(1,)",float32
799,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,1,"(1,)",float32
800,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,1,"(1,)",int64
801,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,352,"(1, 352)",int16
802,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,1,"(1,)",|S1
803,AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,1,"(1,)",int32
804,AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,1,"(1,)",int32
805,AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,1,"(1,)",int64
806,AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,1,"(1,)",float32
807,AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,1,"(1,)",float32
808,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,1,"(1,)",float32
809,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,1,"(1,)",float32
810,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,1,"(1,)",float32
811,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,1,"(1,)",int64
812,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,252,"(1, 252)",int16
813,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,1,"(1,)",|S1
814,AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,1,"(1,)",int32
815,AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,1,"(1,)",int32
816,AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,1,"(1,)",int64
817,AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,1,"(1,)",float32
818,AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,1,"(1,)",float32
819,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,1,"(1,)",float32
820,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,1,"(1,)",float32
821,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,1,"(1,)",float32
822,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,1,"(1,)",int64
823,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,352,"(1, 352)",int16
824,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,1,"(1,)",|S1
825,AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,1,"(1,)",int32
826,AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,1,"(1,)",int32
827,AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,1,"(1,)",int64
828,AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,1,"(1,)",float32
829,AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,1,"(1,)",float32
830,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,1,"(1,)",float32
831,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,1,"(1,)",float32
832,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,1,"(1,)",float32
833,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,1,"(1,)",int64
834,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,352,"(1, 352)",int16
835,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,1,"(1,)",|S1
836,AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,1,"(1,)",int32
837,AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,1,"(1,)",int32
838,AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,1,"(1,)",int64
839,AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,1,"(1,)",float32
840,AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,1,"(1,)",float32
841,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,1,"(1,)",float32
842,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,1,"(1,)",float32
